,word,slice_1800,slice_1840,slice_1880,slice_1920,slice_1960,slice_2000
2568,saturate,53,256,327,343,517,323
2569,necessary,6348,15790,16619,17021,10873,2115
2570,corresponding,281,841,750,1013,374,73
2571,opportunity,2680,6727,10259,8573,8383,2998
2572,breadth,517,1258,1142,495,358,99
2573,accuracy,470,1074,1029,1068,1031,337
2574,tale,1921,3807,5907,3326,3620,1530
2575,waistcoat,111,427,469,374,127,70
2576,half,8451,31568,39498,39113,35242,10279
2577,curvature,27,56,130,143,118,26
2578,ribbon,114,1077,1529,1744,1421,579
2579,engross,314,624,434,362,242,62
2580,constrain,252,645,456,214,372,95
2581,withering,67,131,86,76,88,32
2582,cave,540,1457,3027,3847,2881,1166
2583,cerebral,46,174,183,293,286,78
2584,pant,298,1089,1993,3161,4461,1702
2585,pumpkin,82,287,302,272,426,266
2586,stump,184,913,1394,1256,968,301
2587,rail,734,1380,2956,4606,3297,1074
2588,irrepressible,73,327,328,160,111,36
2589,publicity,65,215,781,2419,1717,294
2590,hoard,184,439,483,715,568,89
2591,undertaking,469,1041,1262,956,510,82
2592,mid,703,1355,1368,2010,3101,1249
2593,tough,175,604,1084,4199,6753,2126
2594,inherent,219,722,671,961,957,205
2595,deprecate,112,297,296,149,101,31
2596,blackness,112,392,657,767,634,222
2597,narrative,1220,2626,1828,700,1255,634
2598,essential,1352,3893,4325,5806,4281,926
2599,plod,42,259,389,461,341,78
2600,elective,99,299,401,202,231,53
2601,matron,234,548,708,589,567,68
2602,embankment,27,237,269,263,265,70
2603,befriend,83,290,250,146,194,84
2604,exemption,166,358,388,769,585,126
2605,stiffen,66,230,495,988,782,242
2606,hallucination,28,187,224,235,319,90
2607,consul,220,1045,1430,942,304,47
2608,overhead,74,682,1233,1972,2294,828
2609,bark,826,2462,2458,2525,2131,965
2610,fondle,27,138,153,201,230,64
2611,discourse,1003,2245,1052,464,910,335
2612,payment,1137,2528,2338,5693,4471,819
2613,vacant,330,1115,1224,1110,872,251
2614,transpire,115,488,266,158,156,73
2615,recess,503,1121,926,1098,844,201
2616,gal,186,1339,1230,987,577,219
2617,mosque,42,100,222,281,413,247
2618,thought,8108,25167,26962,18692,15658,4359
2619,cultivate,1322,3463,2612,1440,1165,306
2620,strangle,104,308,445,633,790,240
2621,modesty,385,783,638,488,390,66
2622,singular,1502,3970,2187,705,458,148
2623,diversity,237,710,440,435,1066,535
2624,incline,605,1628,1707,1481,938,226
2625,hear,16574,46252,58777,62104,57360,17261
2626,mania,67,336,300,254,249,99
2627,articulation,68,182,127,133,268,47
2628,snare,258,541,477,317,337,96
2629,order,9408,28562,36758,40555,33495,7328
2630,train,1708,7191,15581,17460,13218,4071
2631,conclude,1755,4567,4180,4143,4982,1131
2632,reject,940,2736,2190,3431,4726,758
2633,institution,3453,8155,6784,6361,7206,1491
2634,membrane,30,186,354,348,467,138
2635,lamp,836,3000,4041,5242,3087,972
2636,quiver,470,1700,1898,1422,915,298
2637,expressive,419,936,679,434,558,107
2638,direction,3272,10110,12298,11004,10374,3056
2639,brat,48,113,134,265,262,109
2640,physician,975,2755,3975,3309,3486,1016
2641,extinction,131,402,417,298,516,174
2642,virtue,3800,6828,4255,3053,2571,419
2643,money,5972,21291,31302,37576,37609,9593
2644,disadvantage,351,907,1111,864,773,144
2645,cornfield,39,137,207,300,252,83
2646,mind,16545,43821,44574,42612,35430,9227
2647,poisonous,125,406,467,482,471,107
2648,explanatory,72,130,160,132,183,41
2649,book,6061,22046,34590,28373,33703,11270
2650,dreamy,92,716,756,396,368,117
2651,oil,467,1998,4229,13023,15279,4934
2652,imperceptible,73,219,211,194,136,34
2653,revert,154,358,505,569,440,101
2654,compensation,331,1034,1425,1596,1203,349
2655,sterile,92,227,246,390,477,144
2656,trout,53,530,860,811,1299,197
2657,fracture,78,205,264,495,510,549
2658,monument,738,1704,1965,1226,1439,360
2659,slick,74,106,317,716,1152,588
2660,trustworthy,51,329,501,263,212,67
2661,firm,1422,4385,5879,7805,11689,3438
2662,locate,92,600,1805,2926,3879,1261
2663,skim,239,389,401,498,703,272
2664,apart,890,3025,4712,4998,6324,1875
2665,terminate,845,1314,753,756,655,117
2666,proxy,32,154,192,257,270,100
2667,cigar,124,1437,2929,3399,2253,401
2668,founder,354,1114,1144,1346,1853,920
2669,gravy,148,240,147,347,374,132
2670,jolly,164,872,1467,1303,588,113
2671,distinguished,1268,2544,2258,2040,1225,206
2672,construe,245,419,443,461,302,36
2673,correspondence,686,1596,1927,1137,745,199
2674,restrictive,68,101,125,227,457,70
2675,secrecy,244,503,655,930,799,190
2676,leg,1098,4416,6708,11360,15215,5795
2677,gleaming,29,130,140,204,212,61
2678,obviously,331,729,1634,5500,6337,1399
2679,buxom,28,106,78,129,97,28
2680,destiny,1257,2702,1793,1626,1540,366
2681,times,99,915,1830,7085,6521,1586
2682,excruciating,41,57,50,80,169,73
2683,ambitious,549,1422,1360,1193,1510,439
2684,imperfection,256,484,269,210,187,69
2685,calendar,72,261,490,1030,1140,431
2686,mislead,272,599,600,546,604,124
2687,lump,112,498,907,1211,1353,589
2688,shaker,89,137,88,255,496,114
2689,residence,1323,2984,2409,1626,1567,503
2690,strap,136,569,947,1464,1864,871
2691,booty,99,195,225,136,151,110
2692,unsettle,78,128,142,86,147,65
2693,birthplace,31,158,272,262,232,90
2694,militia,740,952,1010,710,592,251
2695,grieve,545,1299,1230,572,624,234
2696,engraving,308,737,439,217,174,51
2697,heap,634,2625,3319,2303,1508,445
2698,accumulation,241,782,767,835,633,90
2699,orb,266,561,326,153,235,64
2700,fraudulent,94,272,306,238,236,59
2701,retain,1505,3726,3607,3449,3078,664
2702,ownership,45,369,1267,1600,1483,396
2703,disclose,651,1334,1463,2678,1861,307
2704,knot,344,1410,1786,2049,1913,757
2705,jaw,264,1043,1532,2563,2514,935
2706,righteous,306,648,657,485,554,171
2707,example,3357,7273,9135,13132,20041,4639
2708,tract,654,1378,1194,895,948,186
2709,northeast,33,191,457,877,1378,398
2710,startling,225,1114,1362,1201,894,221
2711,buoy,60,174,272,371,353,127
2712,shameless,48,221,260,186,174,52
2713,chain,1661,4988,3688,4695,5413,1933
2714,frailty,135,180,132,142,175,56
2715,rim,60,382,960,2021,2054,743
2716,sore,315,1004,1695,1921,1488,440
2717,holder,311,943,1147,1485,1155,334
2718,boil,1109,2308,1646,2553,2636,941
2719,fraught,185,392,330,155,183,78
2720,executive,1221,2392,3170,7846,10323,2729
2721,earthly,870,2270,1194,462,380,99
2722,paradox,70,211,338,474,829,136
2723,bounty,417,758,589,394,444,198
2724,shoemaker,75,317,248,249,239,62
2725,bone,1113,4258,4361,5444,6873,3171
2726,recollection,1229,2092,1679,853,699,155
2727,plaintiff,92,331,400,412,681,275
2728,plantation,608,1718,1236,1257,1038,367
2729,inconvenience,562,795,629,496,446,122
2730,manage,977,4166,6314,7570,10519,3701
2731,formidable,502,1501,1252,1076,1141,259
2732,equip,174,480,1320,2215,1704,434
2733,progeny,57,163,172,109,144,44
2734,compassionate,154,243,235,135,316,146
2735,club,377,2183,7120,11763,10676,3899
2736,quality,2336,6487,8344,8145,9861,2681
2737,stain,714,2028,1955,2197,2832,966
2738,lemon,205,571,578,717,1454,940
2739,bonnet,260,1531,1341,789,278,109
2740,untrue,72,322,393,368,250,42
2741,implicate,81,196,179,190,401,126
2742,rational,689,1225,1002,1120,1663,316
2743,eruption,52,288,294,266,382,159
2744,weeping,341,853,717,596,566,154
2745,symphony,55,228,760,1452,1073,265
2746,classification,120,415,699,1096,817,134
2747,versus,30,68,134,346,797,338
2748,wearer,81,242,236,256,164,46
2749,seminary,322,963,746,441,683,132
2750,aloft,222,870,651,684,511,117
2751,array,857,2011,1324,731,1291,534
2752,bankrupt,155,335,318,544,537,167
2753,enjoyment,1262,2933,1923,866,576,108
2754,dilemma,140,333,364,756,1204,284
2755,tourist,66,253,688,1967,3171,959
2756,rind,79,161,139,213,183,83
2757,tripod,36,51,71,148,323,98
2758,risk,995,3128,4402,5034,9633,4030
2759,stop,3515,13425,23549,36594,40721,12939
2760,converge,26,153,206,362,482,151
2761,cellar,279,1297,1522,1727,1189,281
2762,silver,2047,6612,7900,7648,6589,2312
2763,bound,1231,2682,2443,1449,1179,351
2764,airy,246,777,544,319,375,126
2765,symmetry,146,389,222,181,299,181
2766,instruct,803,1848,1749,1723,1670,483
2767,disparage,69,189,163,131,173,49
2768,amp,112,732,938,821,795,503
2769,experimental,60,317,606,1471,1583,368
2770,attention,5267,12363,14698,13032,13339,4684
2771,cooking,73,698,1013,1419,2242,905
2772,seven,1758,6396,8816,12912,14424,4489
2773,putrid,38,74,33,68,66,36
2774,evening,4057,14462,17958,16867,12747,3369
2775,happy,5295,15468,16464,13359,12455,4372
2776,inspiration,519,1645,2181,1360,1192,462
2777,threat,407,1188,1786,4364,6534,1933
2778,exact,829,2810,3508,3143,2412,757
2779,dispatch,150,1245,2033,2392,1331,386
2780,nourish,241,617,557,475,439,125
2781,champagne,66,546,637,1411,1552,505
2782,spout,97,401,304,386,318,125
2783,instigate,74,163,130,149,140,47
2784,tyrant,758,1391,675,411,488,111
2785,deck,1209,4227,4491,5307,3746,1404
2786,vanquish,171,343,280,186,116,40
2787,intestine,42,163,144,383,349,89
2788,tiny,118,900,3397,5460,7957,3279
2789,rainy,99,468,636,724,598,208
2790,report,3231,9722,16471,33792,30806,7499
2791,archipelago,39,132,238,240,169,57
2792,appetite,652,1858,1613,1188,1223,389
2793,hammock,51,351,541,463,218,132
2794,grasp,1496,4672,4672,3185,2877,847
2795,thrift,49,245,398,301,416,86
2796,galley,134,268,491,534,465,124
2797,embody,306,1121,1200,958,851,200
2798,rob,706,2101,3182,1945,2851,1173
2799,shirt,345,1858,2375,5522,9383,3989
2800,cylinder,152,214,649,881,1219,243
2801,gender,27,71,104,92,839,850
2802,explosion,204,656,1417,2487,2542,724
2803,useful,2132,3925,3686,3610,3812,905
2804,unacceptable,42,49,40,157,532,124
2805,substantiate,59,124,137,216,192,27
2806,hazard,1055,1059,989,1264,1247,296
2807,regain,333,1002,1239,1305,1358,398
2808,tempest,570,1200,951,240,130,42
2809,odd,494,2311,3774,4951,6053,2024
2810,instance,3226,8151,9312,8632,7434,1723
2811,wealth,2385,7815,6485,3953,2992,941
2812,substantive,37,68,81,158,388,71
2813,nursery,227,879,781,825,857,290
2814,shall,25163,59875,52948,24609,10981,1508
2815,parishioner,34,175,187,183,257,94
2816,suitable,726,1645,1789,2268,1652,390
2817,primitive,326,1496,2561,2686,2028,333
2818,blaze,884,2683,3165,2759,2290,502
2819,unbroken,272,821,905,586,304,78
2820,nominate,168,682,1304,1298,994,250
2821,civilization,790,3960,5367,5083,2479,575
2822,badger,47,189,619,530,390,105
2823,fell,187,506,378,475,349,84
2824,concourse,72,210,125,110,163,63
2825,merchant,1520,3560,4008,3824,2220,582
2826,fund,1069,2331,3411,8743,13756,3243
2827,unsteady,76,269,320,256,257,77
2828,shake,2700,9383,14501,19356,19797,6356
2829,gray,912,5882,9569,11111,9937,3797
2830,voucher,30,133,112,101,262,67
2831,knowledge,5549,12857,13854,10555,9341,2268
2832,discordant,175,382,254,159,92,37
2833,religious,2690,8785,6654,5998,7240,2171
2834,derogatory,42,74,61,85,101,28
2835,raccoon,26,97,115,129,349,94
2836,impregnate,65,154,92,145,143,34
2837,deviation,117,197,184,300,306,87
2838,wickedness,268,755,556,256,182,29
2839,redeem,614,1313,858,501,543,143
2840,duty,8194,19681,18978,11320,7444,1777
2841,whiten,63,300,236,189,120,44
2842,scabbard,78,145,163,377,137,42
2843,pension,86,385,1255,1785,1671,320
2844,asleep,653,2867,3772,3832,4396,1300
2845,frantic,221,692,834,1104,1008,267
2846,surplus,204,814,1289,3179,1479,232
2847,whisper,1784,6970,9170,8762,9023,3099
2848,wilt,1181,1375,1024,549,445,109
2849,additional,841,1867,2062,4731,4841,1335
2850,fig,518,2402,3116,2978,2579,294
2851,nullify,57,141,182,294,164,33
2852,capitalist,169,772,953,1282,1425,197
2853,gymnasium,27,145,455,314,271,98
2854,accomplishment,597,1313,1132,1233,1180,385
2855,ceremony,1019,2511,2458,2706,2895,659
2856,council,1983,3793,4966,9832,9213,1618
2857,speaker,973,2726,3324,4106,4087,915
2858,benevolent,717,1293,593,421,421,86
2859,continual,475,909,646,494,367,72
2860,transcend,71,326,284,359,489,119
2861,quadruple,33,104,88,106,177,48
2862,water,8763,29198,36503,39014,39963,14072
2863,instability,33,76,130,279,435,101
2864,stir,1349,4114,5702,5465,4609,2084
2865,thrifty,62,333,368,238,95,60
2866,award,219,501,707,1899,3786,1742
2867,watchman,215,406,547,476,258,91
2868,ludicrous,242,683,420,290,359,85
2869,blade,442,1162,1522,1805,2903,1633
2870,intermission,82,148,145,182,199,34
2871,maritime,203,322,439,645,405,319
2872,cowardice,169,394,415,302,220,46
2873,theology,211,1592,1159,483,835,255
2874,trinket,95,190,240,202,155,79
2875,slow,1226,4423,6596,8868,11274,3841
2876,insist,862,3879,6527,8338,8637,2132
2877,impunity,176,432,231,145,147,47
2878,scruple,552,926,615,329,176,26
2879,hearse,44,163,134,195,223,58
2880,drip,76,367,520,884,1169,494
2881,vault,387,1180,1244,1106,1148,398
2882,straggle,77,301,447,401,219,46
2883,shorten,131,476,546,642,511,167
2884,cotton,1331,4060,4091,6673,3157,1101
2885,bearded,41,295,466,840,930,193
2886,storehouse,33,159,284,191,136,28
2887,broil,138,323,245,233,259,122
2888,build,1883,8390,13376,21445,21961,7385
2889,slight,2293,7487,8255,6494,4488,1189
2890,servitude,154,429,280,146,105,44
2891,forthcoming,51,212,431,937,693,130
2892,meditation,459,830,581,387,685,266
2893,adhere,456,948,710,657,555,176
2894,milk,510,2859,4223,6868,5505,1670
2895,stipulate,162,314,260,428,339,58
2896,trite,55,117,118,120,125,27
2897,ancestral,34,315,412,354,330,99
2898,seam,59,400,476,771,775,262
2899,menacing,65,170,297,377,329,104
2900,temp,230,478,303,125,125,73
2901,qualify,381,672,605,945,1427,435
2902,informal,26,120,454,940,1090,202
2903,agitation,756,1751,1542,959,436,81
2904,triumphant,352,1091,1159,944,539,153
2905,conceit,200,676,499,252,175,48
2906,commend,412,1135,1013,588,353,67
2907,prisoner,3163,5803,6785,5891,4696,984
2908,painting,678,1752,3233,3453,7046,1805
2909,ascertain,1838,3197,1980,880,386,89
2910,register,287,841,1645,3219,3511,1211
2911,workman,267,1397,2528,1858,684,101
2912,dictionary,376,475,738,708,661,198
2913,border,1056,3339,3683,4063,5744,1854
2914,slate,132,595,595,1005,1041,391
2915,affix,140,328,189,240,224,71
2916,pot,492,1754,2174,3217,4424,1503
2917,erect,1291,3183,3082,2537,1554,338
2918,jumble,30,183,223,304,428,138
2919,tempt,807,2311,2102,1380,1490,454
2920,guardian,622,1786,1898,996,902,299
2921,pine,963,3791,3936,3370,3646,1159
2922,negative,325,1045,1259,1717,2969,1059
2923,vigil,100,280,284,261,315,95
2924,price,1959,7553,10910,26540,24071,5031
2925,sill,64,376,582,735,492,104
2926,sedentary,27,87,125,108,124,57
2927,damn,517,727,2466,9273,9400,2717
2928,mitigate,141,290,290,235,221,97
2929,resent,173,626,1687,1874,1345,251
2930,fairy,382,1597,3318,953,1002,537
2931,snore,87,263,370,686,578,222
2932,variance,229,402,264,184,240,108
2933,reformer,146,852,1050,548,620,150
2934,composition,915,2028,2663,1840,1689,412
2935,gout,89,218,155,162,133,33
2936,implant,103,203,150,131,660,334
2937,amphibious,31,62,69,171,110,39
2938,temperature,185,1295,2459,4188,4621,1499
2939,amulet,27,63,73,56,160,71
2940,wince,27,185,427,558,889,383
2941,handle,471,1944,4552,8407,9284,2633
2942,oblong,40,295,374,285,149,53
2943,pump,186,710,1260,2424,3391,1286
2944,hug,121,616,1030,1161,2798,1198
2945,zealous,367,757,409,243,202,38
2946,childlike,41,290,298,324,291,82
2947,squirrel,135,811,1059,890,898,245
2948,sociable,71,257,331,194,151,32
2949,divorce,114,698,2233,4446,3983,1539
2950,base,1586,5052,6749,12452,20156,7657
2951,thicket,320,1334,947,863,452,140
2952,glorify,114,499,461,304,189,70
2953,category,45,298,414,1787,3081,994
2954,behavior,170,722,1139,4072,6169,2418
2955,dagger,570,889,552,525,526,215
2956,rant,37,69,94,131,273,151
2957,disdain,406,684,657,410,610,203
2958,spider,107,837,626,666,975,440
2959,prediction,279,487,545,1036,1216,368
2960,dread,1581,4196,3501,1826,1563,542
2961,gross,511,1347,1238,1981,2298,523
2962,improbable,245,536,591,496,438,92
2963,adamant,57,81,165,215,320,74
2964,disengage,165,318,243,183,255,67
2965,migrate,28,194,202,337,524,196
2966,counterbalance,121,195,120,134,124,31
2967,symptom,427,1082,1297,1693,2220,990
2968,station,1968,4388,8670,12916,13930,3653
2969,flirtation,30,302,273,169,177,42
2970,stagnant,74,236,162,207,261,60
2971,stunt,36,139,445,686,550,228
2972,doubt,7017,18055,18974,14537,12014,2840
2973,simultaneous,96,249,268,364,458,77
2974,angular,49,250,239,376,397,118
2975,scrutiny,255,631,698,559,814,292
2976,literary,1475,3288,4878,3044,2425,679
2977,intrigue,288,711,665,716,907,357
2978,memoir,419,872,365,377,677,329
2979,capability,121,445,278,264,1432,495
2980,fondness,326,652,549,286,289,91
2981,deer,477,1662,1607,1354,2306,1058
2982,custom,1512,4355,5356,4414,2885,757
2983,invigorate,148,374,175,117,151,71
2984,regulate,1026,1953,1725,1527,1468,362
2985,suite,129,308,563,1289,1562,734
2986,directory,55,134,253,414,478,115
2987,dote,47,122,161,157,207,75
2988,certify,92,233,329,442,569,308
2989,indifference,791,1906,2142,1208,931,196
2990,awhile,606,1315,1135,887,937,170
2991,tarnish,79,229,126,151,216,83
2992,peel,163,565,462,973,1744,1018
2993,lumber,142,611,1342,1944,1003,286
2994,admittance,140,247,233,136,75,26
2995,shrug,77,471,1545,3379,5547,1977
2996,farming,42,336,659,966,1031,251
2997,mastiff,36,83,93,52,45,26
2998,formation,617,1952,2017,2698,2067,545
2999,instinctive,190,681,765,697,306,56
3000,wrong,3341,10673,11843,13587,16380,5035
3001,average,568,2721,5524,9960,10349,2951
3002,constituent,376,974,932,1002,1106,131
3003,alleged,50,245,446,630,481,129
3004,affidavit,47,202,382,434,250,78
3005,bridle,259,726,937,625,259,53
3006,bleak,152,473,516,784,910,223
3007,cot,136,355,701,1232,787,154
3008,wound,2422,6510,6822,5547,5327,1822
3009,finery,89,276,271,179,134,43
3010,buckle,167,604,545,693,909,407
3011,sneak,58,598,837,1096,1435,614
3012,superb,172,878,845,755,867,171
3013,sprig,50,186,142,155,183,123
3014,affront,112,221,300,320,306,57
3015,wig,154,466,552,525,935,246
3016,remember,4596,15957,21907,27274,30786,9503
3017,incision,35,81,80,96,158,49
3018,prodigy,93,231,171,225,314,76
3019,hectic,31,99,94,263,328,86
3020,utilitarian,26,147,182,229,236,80
3021,rye,59,264,439,676,383,109
3022,recover,1512,4131,4356,3379,3244,1077
3023,size,1244,4376,5811,8848,11013,4077
3024,egg,803,2738,3562,5712,6580,2492
3025,appropriation,279,876,1212,2215,895,68
3026,sensual,143,381,265,180,403,136
3027,construction,1145,2313,3499,6166,6009,1346
3028,unscrupulous,36,441,522,332,147,28
3029,intersect,214,216,218,149,246,108
3030,haze,64,409,684,804,776,281
3031,invalid,237,1243,1257,711,386,67
3032,remote,911,2414,2437,2574,2468,963
3033,repent,456,956,692,282,190,76
3034,reputable,49,119,234,258,189,54
3035,stature,263,700,676,565,577,157
3036,faction,438,872,947,1000,1240,150
3037,proficient,45,113,109,121,118,56
3038,ratification,108,221,331,720,357,33
3039,marathon,32,36,71,163,481,316
3040,historical,939,2429,3136,2350,4100,1196
3041,late,4245,12523,17004,21432,25454,8438
3042,lady,9467,28853,27280,18641,14105,3735
3043,exile,540,1411,1114,1367,1920,429
3044,intrude,260,536,593,391,506,124
3045,annoyance,184,938,878,755,542,171
3046,locomotive,63,450,808,1398,487,111
3047,scar,140,527,734,1342,1991,819
3048,stove,133,1172,2259,2837,2171,497
3049,conflict,963,3341,3132,4599,5838,1301
3050,ravine,199,974,955,607,463,124
3051,remove,2800,7675,8119,8490,9616,3217
3052,irrelevant,51,148,307,538,915,149
3053,external,799,2203,1644,1526,1670,403
3054,singe,310,1673,2198,3090,2712,705
3055,aristocratic,170,978,918,602,522,88
3056,brotherly,48,252,250,162,133,29
3057,newspaper,733,3620,7500,12968,9337,2442
3058,conical,47,273,150,134,131,32
3059,attach,1428,3512,3499,3345,3498,1117
3060,chronological,28,138,140,134,181,32
3061,rust,105,399,370,586,843,346
